Adams, Katharine|NULL
Adams, Morley|NULL
Adams, Nehemiah|1806
Adams, Oscar Fay|1855
Adams, Samuel Hopkins|1871
Adams, Samuel|1722
Adams, Sherred Willcox|NULL
Adams, W. H. Davenport (William Henry Davenport)|1828
Adams, William Alexander|NULL
Adams, William Davenport|1851
Adcock, Arthur St. John|1864
Adcock, K. J.|NULL
Addams, Jane|1860
Addeman, Joshua M. (Joshua Melancthon)|1840
Adderup, Andrew|NULL
Addison, A. C. (Albert Christopher)|NULL
Addison, Alvin|NULL
Addison, C. G. (Charles Greenstreet)|NULL
Addison, Joseph|1672
Addison, Julia de Wolf Gibbs|1866
Addleshaw, Percy|1866
Ade, George|1866
Adeney, Walter F. (Walter Frederic)|1849
Adkins, W. Bion|NULL
Adler, Felix|1851
Adler, G. J. (George J.)|1821
Aduarte, Diego|1569
Adye, John, Sir|1819
Aelfric, Abbot of Eynsham|NULL
Aeschylus|-525
Aesop|1845
Aflalo, Frederick G. (Frederick George)|1870
Afton, Effie|1829
Agassiz, Alexander|1835
Agassiz, Louis|1807
Agee, Alva|1858
Agg, T. R. (Thomas Radford)|1878
Agricola, Georg|1494
Aguilar, Grace|1816
Aguinaldo, Emilio|1869
Ahlborn, Richard E.|1933
Aicard, Jean|1848
Aiken, Conrad|1889
Aikin, Lucy|1781
Aikman, Charles Morton|NULL
Aikman, William|1824
Aimard, Gustave|1818
Aimwell, Walter|1822
Ainger, Alfred|1837
Ainslie, Arthur|NULL
Ainsworth, Percy C. (Percy Clough)|1873
Ainsworth, William Harrison|1805
Aitken, Edward Hamilton|1851
Aitken, Robert|1872
Akenside, Mark|1721
Akin, Florence|1878
Akins, Thomas B.|1809
Aksakov, S. T. (Sergei Timofeevich)|1791
Aladel, Jean Marie|NULL
Alarcón, Pedro Antonio de|1833
Albee, John|1833
Alberger, John|NULL
Albertson, Catherine|1868
Albertson, Ralph|1866
Alcock, Deborah|1835
Alcott, Amos Bronson|1799
Alcott, Louisa May|1832
Alcott, William A. (William Andrus)|1798
Alden, John B. (John Berry)|1847
Alden, W. L. (William Livingston)|1837
Alderman, L. R. (Lewis Raymond)|1872
Alderson, Matthew W.|1855
Aldington, Richard|1892
Aldrich, Anne Reeve|1866
Aldrich, Mildred|1853
Aldrich, Thomas Bailey|1836
Aldridge, Janet|NULL
Alexander Hamilton Institute (U.S.)|NULL
Alexander, Archibald B. D. (Archibald Browning Drysdale)|1855
Alexander, Archibald|1874
Alexander, Charles Wesley|1837
Alexander, De Alva Stanwood|1845
Alexander, Francesca|1837
Alexander, Gross|1852
Alexander, James W. (James Waddel)|1839
Alexander, John L.|1878
Alexander, Mrs.|1825
Alexander, Virginia M.|NULL
Alexander, William S.|1858
Alexander, William|1824
Alexis, Willibald|1798
Alford, George Howard|1875
Alford, Henry|1810
Alford, Marianne Margaret Compton Cust, Viscountess|1817
Alfriend, Frank H. (Frank Heath)|1841
Alger, Horatio, Jr.|1832
Alger, William Rounseville|1822
Algie, R. M. (Ronald Macmillan)|1888
Ali, Mohammed|NULL
Alison, Archibald, Sir|1792
Allain, Marcel|1885
Allan, G. A. T. (George A. T.)|NULL
Allan, James|NULL
Allan, Luke|NULL
Allan, P. B. M. (Philip Bertram Murray)|1884
Allardyce, Paul|1855
Allbutt, T. Clifford (Thomas Clifford)|1836
Allen & Morton|NULL
Allen, E. P. S.|1885
Allen, E. T. (Edward Tyson)|1875
Allen, Edith H. (Edith Hedden)|1869
Allen, Edith|1880
Allen, Emory Adams|1853
Allen, Ethan|1738
Allen, F. G. (Frank Gibbs)|1836
Allen, Frank Waller|1878
Allen, G. F. (Grenville F.)|NULL
Allen, George Hoyt|1857
Allen, Gladys|NULL
Allen, Grant|1848
Allen, Hervey|1889
Allen, Isaac|NULL
Allen, J. A. (Joel Asaph)|1838
Allen, James Edgar|NULL
Allen, James Lane|1849
Allen, James|1864
Allen, Jay Winthrop|NULL
Allen, Leland Francis|NULL
Allen, Lewis Falley|1800
Allen, Margaret|NULL
Allen, Martha Meir|1854
Allen, P. S. (Percy Stafford)|1869
Allen, Quincy|NULL
Allen, Richard Lamb|1803
Allen, Roland|1869
Allen, Stanton P.|1849
Allen, Thomas Gaskell|1868
Allen, Walter|1840
Allen, William Alonzo|1848
Allen, William Ferneley|1816
Allen, William G., active 1849-1853|NULL
Allen, William H. (WIlliam Harvey)|1874
Allen, Willis Boyd|1855
Allerton, J. J.|NULL
Allies, T. W. (Thomas William)|1813
Allingham, William|1824
Allinson, Anne C. E. (Anne Crosby Emery)|1871
Allinson, T. R. (Thomas Richard)|NULL
Allison, Samuel B. (Samuel Buell)|1861
Allison, Young Ewing|1853
Allnutt, Sidney|NULL
Alloway, Mary Wilson|1848
Allsop, Robert Owen|NULL
Allston, Washington|1779
Alma, Maude|NULL
Alma-Tadema, Laurence|1864
Alpheus, A.|NULL
Alsaker, Rasmus Larssen|1883
Altsheler, Joseph A. (Joseph Alexander)|1862
Alvarez de Abreu, Antonio|1683
Alvarez, Ticul|1935
Alverson, Margaret Blake|1836
Ambient, Mark|1860
Ambler, Henry Lovejoy|1843
Amerel|NULL
American Anti-Slavery Society|NULL
American Book Company|NULL
American lady|NULL
American National Red Cross|1876
American Railway Association|NULL
American School of Correspondence|NULL
American Society of Civil Engineers|NULL
American Sunday-School Union|NULL
American Tract Society|NULL
Ames, Azel|1845
Ames, Joseph Bushnell|1878
Ames, N. (Nathaniel)|1796
Amiel, Henri Frédéric|1821
Amir Khusraw Dihlavi|NULL
Amman, Johann Conrad|1669
Ammianus Marcellinus|NULL
Ammyeetis|1835
Amos, Flora Ross|1881
Amott, Lennox|NULL
Amundsen, Roald|1872
Andersen Nexø, Martin|1869
Andersen, H. C. (Hans Christian)|1805
Anderson, Ada Woodruff|1860
Anderson, Andrew A.|NULL
Anderson, Benjamin M. (Benjamin McAlester)|1886
Anderson, David Allen|NULL
Anderson, Edward L. (Edward Lowell)|1842
Anderson, Elizabeth|NULL
Anderson, Ellen L.|NULL
Anderson, Frank B.|1863
Anderson, Frederick Irving|1877
Anderson, Isabel|1876
Anderson, John Alexander|1829
Anderson, Karen|1932
Anderson, Marilyn D.|NULL
Anderson, Mary E. (Mary Evarts)|1838
Anderson, Nephi|1865
Anderson, Poul|1926
Anderson, Robert E. (Robert Edward), M.A., F.A.S.|NULL
Anderson, Robert Gordon|1881
Anderson, Rufus|1796
Anderson, Sherwood|1876
Anderson, Sydney|1927
Anderson, Thomas|1819
Anderson, William|1805
Anderton, Thomas|1836
Andrew, Elizabeth Wheeler|1845
Andrews, C. C. (Christopher Columbus)|1829
Andrews, Charles McLean|1863
Andrews, Clarence Leroy|1862
Andrews, D. S. (Douglas S.)|NULL
Andrews, Elisha Benjamin|1844
Andrews, Elizabeth, F.R.A.I.|NULL
Andrews, Jane|1833
Andrews, Lincoln C. (Lincoln Clarke)|1867
Andrews, Mary Raymond Shipman|1860
Andrews, Matthew Page|1879
Andrews, Roy Chapman|1884
Andrews, Silas M. (Silas Milton)|1805
Andrews, William|1848
Andrews, Yvette Borup|1884
Andreyev, Leonid|1871
Aneirin|NULL
Angell, Norman|1874
Angellotti, Marion Polk|1887
Anghiera, Pietro Martire d'|1457
Annandale, Nelson|1876
Annesley, Charles, pseud.|NULL
Annet, Peter|1693
Anonymous|NULL
Anson, Adrian Constantine|1852
Anson, George Anson, Baron|1697
Anstey, F.|1856
Anstie, Francis Edmund|1833
Anthony, Wilder|NULL
Anti-slavery Convention of American Women|NULL
Antin, Mary|1881
Anvil, Christopher|1925
Anwyl, E. (Edward)|1866
Apess, William|1798
Apgar, A. C. (Austin Craig)|1838
Apicius|NULL
Apjohn, Fannie Louise|NULL
Apollonius, Rhodius|NULL
Apostolides, Alex|1923
Appel, Toby A.|1945
Apperson, George Latimer|1857
Appleton, Everard Jack|1872
Appleton, Honor C.|1879
Appleton, Samuel|1766
Appleton, Victor, II|NULL
Appleton, Victor|NULL
Applin, Arthur|1873
Apuleius|NULL
Arachne|NULL
Arago, François|1786
Arana Xajilá, Francisco Hernández|NULL
Arber, Agnes Robertson|1879
Arbuthnot, F. F.|1833
Arbuthnot, George|1836
Arbuthnot, John|1667
Archard, Charles J.|NULL
Archer, Effie Archer|NULL
Archer, Jean C.|NULL
Archer, Lee|NULL
Archer, Richard|NULL
Archer, Thomas|1830
Archer, W. G. (William George)|1907
Archer, William|1856
Archibald, Joe|1898
Ardant du Picq, Charles Jean Jacques Joseph|1821
Arentschildt, Alexander Carl Friedrich von|1806
Argentina. Ministerio de Agricultura|NULL
Ariel|1799
Ariosto, Lodovico|1474
Aris, Ernest A. (Ernest Alfred)|1882
Aristophanes|-450
Aristotle|-384
Arkin, Alan|1934
Arlen, Michael|1895
Arlidge, J. T. (John Thomas)|1822
Arlington Co., Va. County Manager|NULL
Armistead, Wilson|NULL
Armitage, Ella S.|NULL
Armitage, Robert B.|NULL
Armitt, Mary L.|NULL
Armour, Rebecca Agatha|1845
Armstrong, H. S.|NULL
Army War College (U.S.)|NULL
Arndt, Johann|1555
Arndt, Margaret|NULL
Arner, George B. Louis (George Byron Louis)|1883
Arnold, Allan|NULL
Arnold, Augusta Foote|1844
Arnold, Edwin Lester Linden|1857
Arnold, Edwin, Sir|1832
Arnold, Gertrude Weld|NULL
Arnold, Hugh|NULL
Arnold, Isaac N.|1815
Arnold, Matthew|1822
Arnold, Robert|NULL
Arnold, Samuel James|1774
Arnold, Thomas|1795
Arnold, William B.|1848
Arnot, William|1808
Arnott, Samuel|1852
Arnoux, Léon|1816
Arr, Stephen|1921
Arthington, Maria|NULL
Arthur, Chester Alan|1829
Arthur, Frances Browne|NULL
Arthur, James|1842
Arthur, Robert|1909
Arthur, T. S. (Timothy Shay)|1809
Arts and Crafts Exhibition Society|NULL
Arundel, Louis|NULL
Arundell of Wardour, John Francis Arundell, Baron|1831
Arvey, M. Dale (Martin Dale)|1915
Asbjørnsen, Peter Christen|1812
Ashbaugh, Ernest J. (Ernest James)|1883
Ashby-Sterry, J. (Joseph)|NULL
Ashdown, Charles Henry|NULL
Ashe, E. D. (Edward David)|1813
Ashe, Waller|NULL
Ashford, Angela|1881
Ashford, Daisy|1881
Ashley, George T. (George Thomas)|NULL
Ashmore, Otis|1853
Ashton, John|1834
Ashton, Warren T.|1822
Ashwell, Pauline|1928
Ashworth, H. P. C.|1864
Asimov, Isaac|1920
Asquith, Margot|1864
Association of the Miraculous Medal|NULL
Aston, W. G. (William George)|1841
Astor, John Jacob|1864
Atherton, Gertrude Franklin Horn|1857
Atherton, William|NULL
Atkins, Elizabeth|1891
Atkins, Gaius Glenn|1868
Atkins, Smith D. (Smith Dykins)|1836
Atkinson, Eleanor|1863
Atkinson, George Francis|1854
Atkinson, Henry|NULL
Atkinson, J. Beavington|1822
Atkinson, William Walker|1862
Atlanta Chamber of Commerce|NULL
Atteridge, A. Hilliard (Andrew Hilliard)|NULL
Atticus|1835
Atwater, Emily Paret|1873
Atwater, John Birdseye|1855
Atwood, Wallace Walter|1872
Atwood, William Franklin|NULL
Aubrey, Frank|1847
Aubrey, John|1626
Auchincloss, W. S. (William Stuart)|1842
Audoux, Marguerite|1863
Audubon, John James|1785
Auerbach, Berthold|1812
Aughey, John H. (John Hill)|1828
Augusta, Clara|1839
Augustine, Saint, Bishop of Hippo|354
Auldjo, John|NULL
Aulnoy, Madame d' (Marie-Catherine)|1650
Aurelius, Marcus|NULL
Austen, Jane|1775
Austen, Sidney|NULL
Austen-Leigh, James Edward|1798
Austen-Leigh, Richard Arthur|1872
Austin, Alfred|1835
Austin, Anne|1895
Austin, Caroline|NULL
Austin, Cyril F.|NULL
Austin, Jane G. (Jane Goodwin)|1831
Austin, John Mather|1805
Austin, Mary Hunter|1868
Austin, William E.|NULL
Australia. Department of External Affairs|NULL
Australia. Queensland. Department of Ports and Harbours|NULL
Austrian, Delia|NULL
Avary, Myrta Lockett|1857
Aveling, Edward B.|1849
Avery, Harold|1867
Axtell, Edward|NULL
Aycock, Roger D.|1914
Ayer, I. Windslow|NULL
Ayer, Joseph Cullen|1866
Ayres, May|1879
Ayres, Ruby M. (Ruby Mildred)|1883
Ayres, S. G. (Samuel Gardiner)|1865
Ayrton, Matilda Chaplin|1846
Ayscough, John|1858
Aytoun, William Edmondstoune|1813
Azuela, Mariano|1873
Bab, `Ali Muhammad Shirazi|1819
Babbage, Charles|1791
Babbitt, Ellen C.|NULL
Babcock & Wilcox Company|NULL
Babcock, Bernie|1868
Babcock, Charles Almanzo|1847
Babcock, Kendric Charles|1864
Babcock, Retta|NULL
Babson, Roger Ward|1875
Babur, Emperor of Hindustan|1483
Bacheller, Irving|1859
Bachman, William Elmer|NULL
Bachynskyi, IUliian|1870
Bacon, Alice Mabel|1858
Bacon, Benjamin Wisner|1860
Bacon, Delia Salter|1811
Bacon, Edwin M. (Edwin Monroe)|1844
Bacon, Francis|1561
Bacon, Frank|1864
Bacon, George B. (George Blagden)|1836
Bacon, John M. (John Mackenzie)|1846
Bacon, Josephine Daskam|1876
Bacon, Leonard Woolsey|1830
Bacon, Mary Schell Hoke|1870
Bade, William L.|1928
Baden, Frances Henshaw|NULL
Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell, Baron|1857
Baden-Powell, B. H. (Baden Henry)|1841
Badger, Jos. E. (Joseph Edward)|1848
Badlam, Anna B.|NULL
Baerlein, Henry|1875
Bagehot, Walter|1826
Bagg, Helen|NULL
Baggally, W. W. (William Wortley)|NULL
Baggs, Charles Michael|1806
Bagley, William C. (William Chandler)|1874
Bagnold, Enid|1889
Bagot, Richard|1860
Bagwell, Richard|1840
Baha'i World Centre|NULL
Bahá'u'lláh|1817
Bahá'í International Community|NULL
Baikie, James|1866
Bailey, Arthur Low|1867
Bailey, Arthur Scott|1877
Bailey, Bernadine|1901
Bailey, Carolyn Sherwin|1875
Bailey, Cyril|1871
Bailey, Florence Merriam|1863
Bailey, H. C. (Henry Christopher)|1878
Bailey, Henry Turner|1865
Bailey, James Blake|NULL
Bailey, John Cann|1864
Bailey, L. H. (Liberty Hyde)|1858
Bailey, Roy Rutherford|NULL
Bailey, Temple|NULL
Bailey, Washington|1831
Bailey, William Francis|1861
Bailhache, Clement|NULL
Baillie, Frederick David|NULL
Baillie, Joanna|1762
Baillie, Marianne|NULL
Baily, H. Lavinia, (Hannah Lavinia)|1837
Baily, Peter|NULL
Baily, Waldron|1871
Bain, Alexander|1818
Bain, F. W. (Francis William)|1863
Bain, George Washington|1840
Baines, Thomas|1806
Baird, Frank|NULL
Baird, G. H.|NULL
Baird, Henry Martyn|1832
Baird, Jean K. (Jean Katherine)|1872
Bairnsfather, Bruce|1887
Baker, B. Granville (Bernard Granville)|1870
Baker, Charles Whiting|1865
Baker, Cornelia|1855
Baker, Elizabeth|1876
Baker, Emilie K. (Emilie Kip)|NULL
Baker, George Augustus|1849
Baker, George M. (George Melville)|1832
Baker, George Pierce|1866
Baker, Henry E. (Henry Edwin)|1859
Baker, James L. (James Loring)|NULL
Baker, Karle Wilson|1878
Baker, Olaf|NULL
Baker, Ray Stannard|1870
Baker, Rollin H. (Rollin Harold)|1916
Baker, Samuel White, Sir|1821
Baker, Sarah S. (Sarah Schoonmaker)|1824
Baker, Thomas, active 1700-1709|NULL
Baker, Willard F.|NULL
Bakewell, Esther|NULL
Bakewell, Frederick C. (Frederick Collier)|1800
Bakunin, Mikhail Aleksandrovich|1814
Balch, Edwin Swift|1856
Balch, Frederic Homer|1861
Balch, William Stevens|1806
Baldry, A. L. (Alfred Lys)|1858
Baldwin Locomotive Works|NULL
Baldwin, A. C. (Abraham Chittenden)|1804
Baldwin, Elihu W. (Elihu Whittlesey)|1789
Baldwin, Faith|1893
Baldwin, Gerald|NULL
Baldwin, James Mark|1861
Baldwin, James|1841
Baldwin, John D. (John Denison)|1809
Baldwin, May|NULL
Baldwin, Simeon E. (Simeon Eben)|1840
Balfour, Francis M. (Francis Maitland)|1851
Balfour, Frederic Henry|NULL
Balfour, Grant|NULL
Ball, C. J. (Charles James)|NULL
Ball, Charles|NULL
Ball, Eustace Hale|1881
Ball, Francis Kingsley|1863
Ball, Margaret|1878
Ball, Robert S. (Robert Stawell)|1840
Ball, Thomas Hanly|NULL
Ball, W. P. (William Platt)|NULL
Ballantyne, R. M. (Robert Michael)|1825
Ballard, Edward|1804
Ballard, Harlan Hoge|1853
Ballou, Maturin Murray|1820
Balzac, Honoré de|1799
Bamford, Mary E. (Mary Ellen)|NULL
Bancks, Gerard W.|NULL
Bancroft, Caroline|NULL
Bancroft, Edith|NULL
Bancroft, George|1800
Bancroft, Hubert Howe|1832
Bancroft, Jane M. (Jane Marie)|1847
Bancroft, Jessie Hubbell|1867
Bandelier, Adolph Francis Alphonse|1840
Banerjea, S. B.|NULL
Banfield, E. J. (Edmund James)|1852
Bangs, John Kendrick|1862
Bangs, Outram|1862
Banister, Manly|1914
Banks, G. Linnaeus (George Linnaeus), Mrs.|1821
Banks, Louis Albert|1855
Banks, Nancy Huston|NULL
Banks, Nathan|1868
Banks, William|1850
Bannerman, Helen|1862
Banta, Frank|NULL
Barbauld, Mrs. (Anna Letitia)|1743
Barbellion, W. N. P.|1889
Barber, H. (Horatio)|1875
Barber, J. T.|NULL
Barber, James, active 1837-1839|NULL
Barbour, A. Maynard (Anna Maynard)|NULL
Barbour, John|NULL
Barbour, Ralph Henry|1870
Barbusse, Henri|1873
Barbé, Louis A.|1845
Barce, Elmore|1872
Barclay, Florence L. (Florence Louisa)|1862
Barclay, Hubert, Mrs.|1872
Barclay, Lorne W. (Lorne Webster)|1885
Barclay, Vera C. (Vera Charlesworth)|1893
Barcynska, Countess (Hélène)|1894
Bardsley, Charles Wareing Endell|1843
Barefoot, Wesley|NULL
Barham, G. Basil (George Basil)|NULL
Barhite, Jared|NULL
Barhydt, Jerome A.|NULL
Barine, Arvède|1840
Baring, Maurice|1874
Baring-Gould, S. (Sabine)|1834
Barker, B. (Benjamin)|NULL
Barker, C. Hélène|1868
Barker, Edward Harrison|1851
Barker, J. Ellis|1870
Barker, James Nelson|1784
Barker, John Marshall|1849
Barker, Joseph|1806
Barker, Lady (Mary Anne)|1831
Barker, Nettie Garmer|NULL
Barker, Thomas, active 1651|NULL
Barkley, Henry C.|NULL
Barksdale, Lena E.|NULL
Barksted, William, active 1611|1574
Barlow, A. R. (Albert Rowe)|NULL
Barlow, Glyn|NULL
Barlow, Jane|NULL
Barlow, Joel|1754
Barlow, Jon C.|NULL
Barlow, R. H. (Robert Hayward)|1918
Barnard, Charles Inman|1850
Barnard, Charles|1838
Barnard, Ella K. (Ella Kent)|1853
Barnard, William Francis|NULL
Barnes, Annie Maria|1857
Barnes, Charles J. (Charles Joseph)|1837
Barnes, Earl|1861
Barnes, Frank|NULL
Barnes, James|1866
Barnes, Orange Perry|1858
Barnes, Will C. (Will Croft)|1858
Barnes, William Horatio|NULL
Barnes, William|1801
Barnes-Grundy, Mabel|NULL
Barnett, C. Z. (Charles Zachary)|1812
Barnett, Evelyn Snead|NULL
Barnett, Lionel D. (Lionel David)|1871
Barney, J. Stewart (John Stewart)|NULL
Barnfield, Richard|1574
Barnitz, David Park|1878
Barnum, P. T. (Phineas Taylor)|1810
Barnum, Richard|NULL
Barnum, Vance|NULL
Baroja, Pío|1872
Baron, David|NULL
Baron, Monsieur (Michel)|1653
Barr, Amelia E.|1831
Barr, John|1887
Barr, Robert|1850
Barrett, Charles Raymond|1874
Barrett, Eaton Stannard|1786
Barrett, Florence Elizabeth Perry, Lady|NULL
Barrett, Frank|1848
Barrett, James Francis|1888
Barrett, Katharine Ellis|1879
Barrett, Michael|1848
Barrett, Orvey S.|NULL
Barrett, Robert Emmet|NULL
Barrett, S. A. (Samuel Alfred)|1879
Barrie, J. M. (James Matthew)|1860
Barrington, Russell, Mrs.|NULL
Barron, Clarence W. (Clarence Walker)|1855
Barron, Edward|1874
Barrow, Isaac|1630
Barrow, John, Sir|1764
Barrow, Sarah L.|NULL
Barrows, David P.|1873
Barrows, E. P. (Elijah Porter)|1807
Barrus, Clara|1864
Barry, Fanny|NULL
Barry, J. G. H. (Joseph Gayle Hurd)|1858
Barry, John D. (John Daniel)|1866
Barry, Joseph|NULL
Bartell, Edmund|NULL
Bartholomaeus, Anglicus, active 13th century|NULL
Bartholomew, J. G. (John George)|1860
Bartholomew, Stephen|NULL
Bartimeus|1886
Bartlett, Alden Eugene|1873
Bartlett, D. W. (David W.)|1828
Bartlett, Frederick Orin|1876
Bartlett, John Russell|1805
Bartlett, Paul Alexander|1909
Bartlett, Steven J.|1945
Bartlett, Vernon|1894
Bartlett, W. C. (William Chauncey)|1818
Bartley, James Avis|1830
Bartley, Nalbro|1888
Bartol, C. A. (Cyrus Augustus)|1813
Barton, Clara|1821
Barton, Frank Townend|NULL
Barton, George A. (George Aaron)|1859
Barton, George|1866
Barton, Roy Franklin|1883
Barton, William Eleazar|1861
Bartrum, Edward|1833
Barué, Sulpice|NULL
Bashford, H. H. (Henry Howarth), Sir|1880
Bashkirtseff, Marie|1858
Basile, Giambattista|NULL
Basilius Valentinus|NULL
Baskerville, Beatrice C.|NULL
Bass, William Wallace|1848
Bassett, Sara Ware|1872
Bassnett, Thomas|1808
Bastard, Algernon|1854
Bastiat, Frédéric|1801
Bastide, Charles|1875
Bastin, S. Leonard|NULL
Bate, Henry|NULL
Bate, John|NULL
Bateman, H. M. (Henry Mayo)|1887
Bateman, Jas. (James)|1811
Bateman, May|NULL
Bates, Arlo|1850
Bates, Clara Doty|1838
Bates, E. Katherine (Emily Katherine)|NULL
Bates, Gordon|NULL
Bates, Harry|1900
Bates, Joseph|1792
Bates, Katharine Lee|1859
Bates, Loïs|NULL
Bateson, William|1861
Battell, Andrew|NULL
Batten, John M. (John Mullin)|1837
Battison, Edwin A.|NULL
Baucher, François|1796
Baudelaire, Charles|1821
Baudesson, Henry|NULL
Baudissin, Wolf Ernst Hugo Emil, Graf von|1867
Baughan, Rosa|NULL
Baukhage, Hilmar R. (Hilmar Robert)|1889
Baum, L. Frank (Lyman Frank)|1856
Baum, Paull F. (Paull Franklin)|1886
Bauman, G. A.|NULL
Baumhoff, Martin A.|NULL
Bax, Clifford|1886
Bax, Ernest Belfort|1854
Baxter, Beverley|1891
Baxter, Leon H.|NULL
Baxter, Richard|1615
Bayles, W. Harrison (William Harrison)|1841
Bayley, Abner|1848
Bayley, Harold|NULL
Bayliss, Clara Kern|1848
Bayliss, W. D.|1828
Bayly, A. Eric|NULL
Bayne, Mary Addams|NULL
Bayne, Samuel G. (Samuel Gamble)|1844
Bazancourt, César Lecat, baron de|1810
Bazin, René|1853
Bāṇa‏|NULL
Beach, Belle|NULL
Beach, Charles Amory|NULL
Beach, Edward L. (Edward Latimer)|1867
Beach, Lewis|1891
Beach, Rex|1877
Beach, Seth Curtis|1837
Beadle, Charles|NULL
Beal, W. J. (William James)|1833
Beale, Anne|NULL
Beale, Charles Willing|1845
Beals, Christine|NULL
Beames, John|1837
Beamish, Richard Joseph|1879
Bean, C. E. W. (Charles Edwin Woodrow)|1879
Beard, Adelia B. (Adelia Belle)|1857
Beard, Charles A. (Charles Austin)|1874
Beard, Charles|1827
Beard, Daniel Carter|1850
Beard, James Melville|NULL
Beard, Lina|1857
Beard, Mary Ritter|1876
Beard, Sidney Hartnoll|1862
Beardslee, Clark S. (Clark Smith)|1850
Beasley, Frederic W.|1808
Beasley, T. D. (Thomas Dykes)|NULL
Beatson, A. M.|NULL
Beattie, James|1735
Beatty, John|1828
Beatty, William|1773
Beaume, Georges|1861
Beaumont, Charles|1929
Beaumont, Francis|1584
Beaumont, Grace|NULL
Beavan, F. (Frederick), Mrs.|1818
Beaven, James|1801
Beaverbrook, Max Aitken, Baron|1879
Beazley, C. Raymond (Charles Raymond)|1868
Bebel, August|1840
Bechdolt, Frederick R. (Frederick Ritchie)|1874
Bechstein, Johann Matthäus|1757
Bechtel, John Hendricks|1841
Beck, C. C. (Charles Clarence)|1910
Beck, James M. (James Montgomery)|1861
Beck, L. Adams (Lily Adams)|NULL
Becke, Louis|1855
Becker, Bernard Henry|1833
Becker, Carl Heinrich|1876
Becker, Carl L. (Carl Lotus)|1873
Beckford, William|1760
Beddard, Frank E. (Frank Evers)|1858
Bede, Cuthbert|1827
Bede, the Venerable, Saint|673
Bedford, H. Louisa|NULL
Bedford-Jones, H. (Henry)|1887
Bedini, Silvio A.|1917
Bee, James W.|NULL
Beebe, Henry S.|NULL
Beebe, Mabel Borton|NULL
Beebe, William|1877
Beech, Franklin|NULL
Beecham, John Charles|NULL
Beecher, Catharine Esther|1800
Beecher, Henry Ward|1813
Beeching, H. C. (Henry Charles)|1859
Beeckman, Ross|NULL
Beede, Clara Frances McKee|NULL
Beedham, R. J.|NULL
Beeks, James C.|NULL
Beeley, Arthur L. (Arthur Lawton)|1890
Beeman, Herbert|NULL
Beer, Margrieta|NULL
Beer, Max|1864
Beerbohm, Julius|1854
Beerbohm, Max, Sir|1872
Beers, Clifford Whittingham|1876
Beers, Fannie A.|NULL
Beers, Henry A. (Henry Augustin)|1847
Beers, R. W.|1860
Beesley, Lawrence|1877
Beeston, Joseph Lievesley|1859
Beethoven, Ludwig van|1770
Beeton, Mrs. (Isabella Mary)|1836
Begbie, Harold|1871
Behn, Aphra|1640
Behnke, Emil|1836
Beibitz, J. H. (Joseph Hugh)|1868
Belasco, David|1853
