Armitt, Mary L.|NULL
Arnold, Augusta Foote|1844
Arnold, Hugh|NULL
Arnold, Matthew|1822
Arnott, Samuel|1852
Arthington, Maria|NULL
Arthur, James|1842
Arthur, T. S. (Timothy Shay)|1809
Arundel, Louis|NULL
Arundell of Wardour, John Francis Arundell, Baron|1831
Ashby-Sterry, J. (Joseph)|NULL
Ashdown, Charles Henry|NULL
Ashe, Waller|NULL
Ashton, John|1834
Aston, W. G. (William George)|1841
Atherton, Gertrude Franklin Horn|1857
Atherton, William|NULL
Atkinson, Henry|NULL
Atkinson, William Walker|1862
Atwater, John Birdseye|1855
Aubrey, Frank|1847
Aubrey, John|1626
Auchincloss, W. S. (William Stuart)|1842
Audubon, John James|1785
Augustine, Saint, Bishop of Hippo|354
Austen, Jane|1775
Austin, Cyril F.|NULL
Austin, Jane G. (Jane Goodwin)|1831
Austin, Mary Hunter|1868
Austin, William E.|NULL
Austrian, Delia|NULL
Avary, Myrta Lockett|1857
Ayres, Ruby M. (Ruby Mildred)|1883
Aytoun, William Edmondstoune|1813
Babcock, Kendric Charles|1864
Babson, Roger Ward|1875
Babur, Emperor of Hindustan|1483
Bacheller, Irving|1859
Bacon, Francis|1561
Bacon, Josephine Daskam|1876
Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell, Baron|1857
Bagehot, Walter|1826
Bagot, Richard|1860
Bagwell, Richard|1840
Bailey, Arthur Scott|1877
Bailey, Bernadine|1901
Bailey, Carolyn Sherwin|1875
Bailey, L. H. (Liberty Hyde)|1858
Bailhache, Clement|NULL
Baillie, Frederick David|NULL
Baillie, Marianne|NULL
Baily, H. Lavinia, (Hannah Lavinia)|1837
Baines, Thomas|1820
Baker, B. Granville (Bernard Granville)|1870
Baker, Elizabeth|1876
Baker, Emilie K. (Emilie Kip)|NULL
Baker, George M. (George Melville)|1832
Baker, Ray Stannard|1870
Baker, Rollin H. (Rollin Harold)|1916
Baker, Willard F.|NULL
Bakewell, Frederick C. (Frederick Collier)|1800
Baldry, A. L. (Alfred Lys)|1858
Baldwin, James|1841
Balfour, Francis M. (Francis Maitland)|1851
Ball, C. J. (Charles James)|NULL
Ball, Charles|NULL
Ballard, Edward|1804
Ballou, Maturin Murray|1820
Balzac, Honoré de|1799
Bancroft, Edith|NULL
Bancroft, Hubert Howe|1832
Bandelier, Adolph Francis Alphonse|1840
Bangs, John Kendrick|1862
Banks, Louis Albert|1855
Bannerman, Helen|1862
Barber, James, active 1837-1839|NULL
Barbour, John|NULL
Barbour, Ralph Henry|1870
Barbusse, Henri|1873
Barbé, Louis A.|1845
Barclay, Florence L. (Florence Louisa)|1862
Barcynska, Countess (Hélène)|1894
Baring, Maurice|1874
Baring-Gould, S. (Sabine)|1834
Barker, Lady (Mary Anne)|1831
Barkley, Henry C.|NULL
Barlow, A. R. (Albert Rowe)|NULL
Barnes, Frank|NULL
Barnes, Will C. (Will Croft)|1858
Barnes-Grundy, Mabel|NULL
Barnett, C. Z. (Charles Zachary)|1812
Barnitz, David Park|1878
Barnum, P. T. (Phineas Taylor)|1810
Baron, Monsieur (Michel)|1653
Barr, John|1887
Barr, Robert|1850
Barrett, Eaton Stannard|1786
Barrett, S. A. (Samuel Alfred)|1879
Barrie, J. M. (James Matthew)|1860
Barron, Edward|1874
Bartholomew, J. G. (John George)|1860
Bartimeus|1886
Bartlett, Alden Eugene|1873
Bartlett, Paul Alexander|1909
Bartlett, Steven J.|1945
Barton, Frank Townend|NULL
Barton, George A. (George Aaron)|1859
Barton, Roy Franklin|1883
Baskerville, Beatrice C.|NULL
Bassett, Sara Ware|1872
Bastiat, Frédéric|1801
Bastin, S. Leonard|NULL
Bateman, Jas. (James)|1811
Bates, Arlo|1850
Bates, Gordon|NULL
Bates, Katharine Lee|1859
Bateson, William|1861
Battell, Andrew|NULL
Baudesson, Henry|NULL
Baudissin, Wolf Ernst Hugo Emil, Graf von|1867
Baughan, Rosa|NULL
Baum, L. Frank (Lyman Frank)|1856
Baumhoff, Martin A.|NULL
Bax, Clifford|1886
Baxter, Beverley|1891
Baxter, Leon H.|NULL
Baxter, Richard|1615
Bayles, W. Harrison (William Harrison)|1841
Bayley, Harold|NULL
Bayne, Samuel G. (Samuel Gamble)|1844
Bazancourt, César Lecat, baron de|1810
Bāṇa‏|NULL
Beach, Belle|NULL
Beach, Edward L. (Edward Latimer)|1867
Beach, Rex|1877
Beale, Charles Willing|1845
Beals, Christine|NULL
Beard, Adelia B. (Adelia Belle)|1857
Beard, Daniel Carter|1850
Beard, Lina|1857
Beard, Sidney Hartnoll|1862
Beasley, T. D. (Thomas Dykes)|NULL
Beatson, A. M.|NULL
Beattie, James|1735
Beaume, Georges|1861
Beaumont, Francis|1584
Beaverbrook, Max Aitken, Baron|1879
Bechstein, Johann Matthäus|1757
Bechtel, John Hendricks|1841
Becke, Louis|1855
Beddard, Frank E. (Frank Evers)|1858
Bede, Cuthbert|1827
Beedham, R. J.|NULL
Beeman, Herbert|NULL
Beer, Margrieta|NULL
Beerbohm, Julius|1854
Behn, Aphra|1640
Belcher, Joseph|1794
Bell, F. McKelvey (Frederick McKelvey)|1878
Bell, Lilian|1867
Bellamy, Thomas, of Guernsey|NULL
Bellett, J. G. (John Gifford)|1795
Bellew, Frank|1828
Belloc, Hilaire|1870
Beneden, P. J. van (Pierre Joseph)|1809
Benjamin, S. G. W. (Samuel Greene Wheeler)|1837
Bennet, Robert Ames|1870
Bennett, Arnold|1867
Bennett, Henry Holcomb|1863
Bennett, Hugh Garner|NULL
Bennett, R. A. R. (Reginald Arthur Renaud)|1866
Bennett, Rolf|NULL
Bennett, W. H. (William Henry)|1855
Benson, Arthur Christopher|1862
Benson, E. F. (Edward Frederic)|1867
Benson, James W., active 1857-1887|NULL
Benson, Stella|1892
Bensusan, S. L. (Samuel Levy)|1872
Bent, Arthur Cleveland|1866
Bentham, Jeremy|1748
Benton, Caroline French|NULL
Benton, Rita|1881
Benton, Thomas Hart|1782
Bercovici, Konrad|1882
Berdoe, Edward|1836
Bergengren, Ralph|1871
Bergson, Henri|1859
Berkeley, George|1685
Bernard, W. D.‏ (William Dallas)‏|NULL
Bernhard, Duke of Saxe-Weimar-Eisenach|1792
Berry, Flora E.|NULL
Berry, James|1852
Berthold, Victor Maximilian|1856
Besant, Annie|1847
Besant, Walter|1836
Bethune, John Elliot Drinkwater|1801
Beveridge, Albert J. (Albert Jeremiah)|1862
Bewsher, F. W. (Frederick William)|NULL
Bidwell, Shelford|1848
Bierce, Ambrose|1842
Bierman, Agnes|1916
Bigelow, John|1817
Bilguer, Johann Ulrich|1720
Billings, Josh|1818
Bindloss, Harold|1866
Binns, Charles Fergus|1857
Bird, H. E. (Henry Edward)|1830
Bird, Isabella L. (Isabella Lucy)|1831
Bird, Robert Montgomery|1806
Birge, Julius Charles|1839
Birmingham, George A.|1865
Bishop, Giles|NULL
Bisiker, W. (William)|NULL
Bisland, Elizabeth|1861
Black, William|1841
Blackburn, Henry|1830
Blackie & Son|NULL
Blackmore, R. D. (Richard Doddridge)|1825
Blackwood, Algernon|1869
Blades, William|1824
Blaikie, William Garden|1820
Blake, Henry Arthur, Sir|1840
Blake, J. P. (John Percy)|NULL
Blake, M. M. (Matilda Maria)|NULL
Blake, William|1757
Blanchard, Amy Ella|1856
Bland, John Salkeld|NULL
Bland, Salem Goldworth|1859
Blank, Clair|NULL
Blatchford, Robert|1851
Blavatsky, H. P. (Helena Petrovna)|1831
Bliss, Sands, & Foster|NULL
Blunt, Wilfrid Scawen|1840
Blyth, Alexander Wynter|1844
Boas, Franz|1858
Boerker, Richard H. D. (Richard Hans Douai)|1887
Bogue, Benjamin Nathaniel|NULL
Boisgelin de Kerdu, Pierre Marie Louis de|1758
Bok, Edward William|1863
Boldrewood, Rolf|1826
Bolwell, F. A.|NULL
Bond, A. Russell (Alexander Russell)|1876
Bond, Francis|1850
Bonker, Frances|1872
Bonner, Hypatia Bradlaugh|1858
Bonney, T. G. (Thomas George)|1833
Boone, Cheshire Lowton|1875
Booth, Edward Charles|NULL
Booth, Maud Ballington|1865
Booth, William|1829
Boothby, Guy|1867
Boreham, Frank|1871
Borrow, George|1803
Boschère, Jean de|1878
Bose, Jagadis Chandra|1858
Boston Philatelic Society|NULL
Bott, Alan|1893
Bottome, Phyllis|1884
Bottrell, William|1816
Bouchot, Henri|1849
Boucicault, Dion|1820
Boulenger, George Albert|1858
Bourgelat, Claude|1712
Bowen, Benjamin Franklin|NULL
Bowen, Clarence Winthrop|1852
Bowen, Marjorie|1888
Bowen, Robert Sidney|1900
Bower, John Graham|1886
Bowes, Joseph|NULL
Bowman, Anne, active 19th century|NULL
Bowman, Florence L.|1880
Bowring, John|1792
Boyd, James Oscar|1874
Boyd, James P. (James Penny)|1836
Boyer, Charles S. (Charles Sumner)|1856
Boylan, Thomas|NULL
Boyles, Virgil D. (Virgil Dillin)|1872
Boynton, Percy Holmes|1875
Brabourne, Edward Hugessen Knatchbull-Hugessen, Baron|1829
Bradbury, Ray|1920
Braddon, M. E. (Mary Elizabeth)|1835
Braden, James A. (James Andrew)|1872
Bradley, A. G. (Arthur Granville)|1850
Bradley, Glenn D. (Glenn Danford)|1884
Bradley, Milton|1836
Brady, Cyrus Townsend|1861
Brady, Robert|1820
Bragdon, Dudley A.|1856
Brainerd, Eleanor Hoyt|1868
Bramble, Charles A.|NULL
Brame, Charlotte M.|1836
Bramston, James|1693
Brandeis, Madeline|1897
Breckinridge, Sophonisba Preston|1866
Brentwood, Evelyn|NULL
Brereton, F. S. (Frederick Sadleir)|1872
Brereton, William H.|NULL
Brewer, Ebenezer Cobham|1810
Brewer, George|1766
Brewer, Luther Albertus|1858
Brewster, Benjamin|1907
Bridges, Thomas, active 1759-1775|NULL
Brieux, Eugène|1858
Bright, Charles, Sir|1863
Brill, Ethel C. (Ethel Claire)|1877
Brinton, Sybil G.|NULL
Brissenden, Paul F. (Paul Frederick)|1885
British Museum (Natural History). Department of Mineralogy|1854
Britton, Sumner Charles|1902
Brodhead, J. Napier (Jane Napier)|NULL
Bromet, William|1783
Brooke, Henry Francis|1836
Brooke, Rupert|1887
Brooks, A. M. (Abbie M.)|NULL
Brooks, Eva Cannon|NULL
Brooks, Sarah Warner|1822
Brooks, Stratton D. (Stratton Duluth)|1869
Brooks, Van Wyck|1886
Broster, D. K. (Dorothy Kathleen)|1877
Brough, Robert B. (Robert Barnabas)|1828
Brougham, John|1810
Broughton, Rhoda|1840
Brown, Abbie Farwell|1871
Brown, Arthur Whitten, Sir|1886
Brown, Edwin A.|1857
Brown, J. Irwin (John Irwin)|NULL
Brown, John|1810
Brown, Katharine Holland|NULL
Brown, Margaret|NULL
Brown, Rebecca Warren|NULL
Brown, Thomas|1778
Brown, W. L.|NULL
Browne, Edith A.|1874
Browne, Robert T.|NULL
Browning, Robert|1812
Brownlie, John|1857
Broxap, Ernest|NULL
Bruce, Edwin M.|1866
Bruce, H. Addington (Henry Addington)|1874
Bruce, J. Mitchell (John Mitchell)|1846
Bruce, Mary Grant|1878
Brunel, Isambard|1837
Brunner, Josef|NULL
Brunton, Mary|1778
Bryan, William Jennings|1860
Bryant, Sara Cone|1873
Bryce, Charles, Mrs.|NULL
Bryce, George|1844
Bryce, James Bryce, Viscount|1838
Bryden, H. A. (Henry Anderson)|1854
Buc'hoz, Pierre-Joseph|1731
Buchan, John|1875
Buchanan, Robert Williams|1841
Buchholtz, Johannes|1882
Bucke, Charles|1781
Buckle, Henry Thomas|1821
Buckley, E. F. (Elsie Finnimore)|1882
Buckstone, John Baldwin|1802
Budrys, Algis|1931
Buel, James W. (James William)|1849
Buffon, Georges Louis Leclerc, comte de|1707
Buick, Thomas Lindsay|1866
Buist, Robert|1805
Bulfinch, Thomas|1796
Bullinger, E. W. (Ethelbert William)|1837
Bunin, Ivan Alekseevich|1870
Burch, Frederick S.|NULL
Burdett, Charles|1815
Burdick, Arthur J. (Arthur Jerome)|1858
Burgess, Fred. W. (Frederick William)|1855
Burgess, Gelett|1866
Burgess, Thornton W. (Thornton Waldo)|1874
Burgoyne, Arthur Gordon|NULL
Burn, Robert|1829
Burnes, James|1801
Burnett, Frances Hodgson|1849
Burney, Fanny|1752
Burnham, Geo. P. (George Pickering)|1814
Burroughs, John|1837
Burrows, C. W.|NULL
Burton, Annie Cooper|NULL
Burton, Frederick R. (Frederick Russell)|1861
Burton, John Hill|1809
Burton, Richard Francis, Sir|1821
Burwell, Letitia M.|NULL
Bury, J. B. (John Bagnell)|1861
Bush, Bertha Evangeline|1866
Busk, Rachel Harriette|1831
Butler, Elizabeth (Elizabeth Southerden Thompson)|1846
Butler, Ellis Parker|1869
Butler, Robert|1784
Butler, Samuel|1612
Butler, William Francis, Sir|1838
Butt, W.|1822
Byers, S. H. M. (Samuel Hawkins Marshall)|1838
Byrn, Edward W. (Edward Wright)|1849
Byron, John|1723
Byron, May Clarissa Gillington|NULL
Bédier, Joseph|1864
Cable, Boyd|1878
Cahan, Abraham|1860
Cain, Georges|1856
Cajori, Florian|1859
Calamity Jane|1852
Call, Annie Payson|1853
Calvin, Jean|1509
Cambridge, Ada|1844
Camp, Samuel G. (Samuel Granger)|1877
Campbell, Archibald|1787
Campbell, C. A.|NULL
Campbell, Helen|1839
Campbell, John Campbell, Baron|1779
Campbell, Joseph|1879
Campbell, R. W.|NULL
Campbell, Thomas J. (Thomas Joseph)|1848
Canadian War Records Office|1877
Candolle, Alphonse de|1806
Cannan, Gilbert|1884
Cannon, George Q. (George Quayle)|1827
Capes, Bernard Edward Joseph|1854
Carey & Hart|NULL
Carey, Rosa Nouchette|1840
Carlile, Richard|1790
Carling, John R.|NULL
Carlton Studio|1866
Carlyle, Thomas|1795
Carmel, John Prosper|NULL
Carnegie, David Wynford|1871
Caron, Pierre, active 1886-1899|NULL
Carpenter, Alfred Francis Blakeney|1881
Carpenter, Edward|1844
Carpenter, J. Estlin (Joseph Estlin)|1844
Carrington, Hereward|1880
Carroll, Lewis|1832
Carryl, Guy Wetmore|1873
Carré, Michel|1819
Carter, Harry|1749
Carter, Herbert, active 1909-1917|NULL
Carter, Mary Elizabeth|NULL
Carteret, John Dunloe|NULL
Cartwright, Julia|1851
Casey, Patrick|1893
Casson, Herbert Newton|1869
Casteel, Dana Brackenridge|1877
Castle, Egerton|1858
Castlemon, Harry|1842
Cather, Willa|1873
Catherine II, Empress of Russia|1729
Catherwood, Mary Hartwell|1847
Catholic Colonization Bureau|NULL
Catlin, George|1796
Caulfeild, Vivian|1874
Causey, James|1924
Cecil, Florence Mary (Bootle-Wilbraham), Lady|1863
Celnart, Elisabeth|1796
Centennius, Ralph|NULL
Chadwick, Lester|NULL
Chalmers, George|1742
Chalmers, Margaret Piper|1880
Chambers, C. Haddon (Charles Haddon)|1860
Chambers, George F. (George Frederick)|1841
Chambers, Robert W. (Robert William)|1865
Chandler, Walter M. (Walter Marion)|1867
Channing, William Ellery|1780
Chapais, Thomas|1858
Chaplin, Charlie|1889
Chapman, Allen|NULL
Chapman, W. F.|NULL
Charnay, Désiré|1828
Chase, Hiram|NULL
Chase, Josephine|NULL
Chase, Mary Ellen|1887
Chateaubriand, François-René, vicomte de|1768
Chatto & Windus (Firm)|NULL
Chatto, William Andrew|1799
Chaucer, Geoffrey|1342
Chen, Yü-Gwan|1893
Chertkov, V. G. (Vladimir Grigorevich)|1854
Chesnutt, Charles W. (Charles Waddell)|1858
Chester, George Randolph|1869
Chesterton, G. K. (Gilbert Keith)|1874
Chetwynd, Henry Wayland, Mrs.|NULL
Chevalier, Michel|1806
Cheyney, Edward Potts|1861
Chicago, Milwaukee, St. Paul, and Pacific Railroad Company|NULL
Child, Frank Samuel|1854
Childs, Thomas S. (Thomas Spencer)|1825
Chinnery, William|1708
Chittenden, Hiram Martin|1858
Cholmondeley, Mary|1859
Chopin, Kate|1850
Chrisman, Oscar|1855
Christian, Eugene|1860
Church of Jesus Christ of Latter-day Saints|1805
Church, Alfred John|1829
Churchill, Winston|1874
Cibber, Colley|1671
Cicero, Marcus Tullius|-106
Clacy, Charles, Mrs.|NULL
Cladel, Judith|NULL
Claridge, R. T.|NULL
Clark, Charles Heber|1841
Clark, Joan|1905
Clark, Keith|1879
Clark, Samuel Evans|NULL
Clark, Walter A. (Walter Augustus)|NULL
Clarke, Geoffrey|NULL
Clarke, James Freeman|1810
Clarke, Laurence (Laurence Ayscough)|NULL
Clarke, William|1800
Clayton, Ellen C. (Ellen Creathorne)|1834
Clayton, William|1814
Cleland, Robert|NULL
Clemenceau, Georges|1841
Clements, Edith S. (Edith Schwartz)|NULL
Clifford, Josephine|1838
Clinch, George|1860
Clodd, Edward|1840
Clontz, J. (Jerry)|NULL
Clopper, Edward Nicholas|1879
Cobb, Frank|NULL
Cobb, Irvin S. (Irvin Shrewsbury)|1876
Coburn, Claire Martha|1876
Cocke, Sarah Johnson|NULL
Cocker, B. F. (Benjamin Franklin)|1821
Cody, H. A. (Hiram Alfred)|1872
Coey, Charles Andrew|1870
Coffin, Charles Carleton|1823
Coit, Adelin Balch|NULL
Coker, R. E. (Robert Ervin)|1876
Colborn, Edward F.|1854
Colby, Charles W. (Charles William)|1867
Colcord, Lincoln|1883
Cole, Harry Ellsworth|1861
Cole, Thomas R. (Thomas Raymond)|1881
Coleridge, Christabel R. (Christabel Rose)|1843
Coleridge, Samuel Taylor|1772
Collie, Norman|1859
Collier, Dorothy Josephine|1894
Collier, Jeremy|1650
Collingwood, W. G. (William Gershom)|1854
Collins, E. Burke, Mrs.|1848
Collins, Joseph|1866
Collins, Wilkie|1824
Colman, Miss (Pamela Atkins)|1824
Colton, Arthur|1868
Colton, Calvin|1789
Colton, Matthew M.|1859
Colvin, Sidney|1845
Combe, William|1742
Comfort, Will Levington|1878
Comins, Elizabeth B. (Elizabeth Barker)|NULL
Comstock, Harriet T. (Harriet Theresa)|1860
Conant, Charles A. (Charles Arthur)|1861
Conder, C. R. (Claude Reignier)|1848
Confucius|-551
Conklin, Nathaniel, Mrs.|1841
Conn, H. W. (Herbert William)|1859
Connors, Chuck|NULL
Conover, Mary Roberts|1880
Conrad, Joseph|1857
Converse, Florence|1871
Conway, Hugh|1847
Conway, Moncure Daniel|1832
Cook, D. J.‏ ‎(David J.)|1840
Cook, Edward Tyas, Sir|1857
Cook, Joel|1842
Cook, Joseph|1838
Cook, Stanley Arthur|1873
Cook, William Wallace|1867
Cooke, Grace MacGowan|1863
Cooley, Arnold James|1832
Coolidge, Susan|1835
Cooper, A. Heaton (Alfred Heaton)|1863
Cooper, Henry St. John|NULL
Cooper, James A.|1862
Cooper, James Fenimore|1789
Coppinger, R. W. (Richard William)|NULL
Corbett, Edward|NULL
Corbett, John M.|NULL
Corbett, Julian Stafford|1854
Corelli, Marie|1855
Cornelius, Mrs. (Mary Hooker)|1796
Cory, David|1872
Costantini, Anna Miller|1880
Coster, Charles de|1827
Cotter, Joseph S. (Joseph Seamon)|1861
Cotton, Catherine|NULL
Coues, Elliott|1842
Coulthard, H. R.|NULL
Couperus, Louis|1863
Courthope, William John|1842
Cowan, Frank|1844
Cowan, James|1870
Cowan, John Pryor|1875
Coward, T. A. (Thomas Alfred)|1867
Cowley, Matthias F.|NULL
Cowper, E. E. (Edith Elise)|NULL
Cox, Florence Tinsley|1877
Cox, Palmer|1840
Cox, Stephen Angus|NULL
Crabbe, George|1754
Crabtre, Addison Darre|NULL
Craddock, Irving|NULL
Craig, Austin|1872
Craigie, William A. (William Alexander), Sir|1867
Craik, Dinah Maria Mulock|1826
Craik, Georgiana M. (Georgiana Marion)|1831
Craine, E. J. (Edith Janice)|1881
Cram, Ralph Adams|1863
Crane, J. T. (Jonathan Townley)|1819
Crane, Oliver|NULL
Crane, Stephen|1871
Crane, Walter|1845
Crastre, François|NULL
Crawford, Albert Cornelius|NULL
Crawford, F. Marion (Francis Marion)|1854
Creasy, Edward Shepherd, Sir|1812
Creighton, Charles|1847
Creighton, Louise|1850
Creswicke, Louis|NULL
Crockett, S. R. (Samuel Rutherford)|1860
Crooke, William|1848
Crosby, Frank|NULL
Crosthwaite, C. H. T. (Charles Haukes Todd)|1835
Croston, James|1830
Crouch, Humphrey, active 1635-1671|NULL
Crowest, Frederick James|1850
Crowquill, Alfred|1804
Cruikshank, Robert|1789
Crumpton, Washington Bryan|1842
Cuddeback, William Louis|1854
Cuffe, Paul|1795
Culin, Stewart|1858
Cullen, Clarence Louis|NULL
Culpeper, Josephine|NULL
Cumberland, Barlow|1846
Cuming, E. D. (Edward William Dirom)|1862
Cummings, William Hayman|1831
Cundall, Joseph|1818
Cuniberti, Julia Lovejoy|NULL
Cunningham, Charles Henry|1885
Cunningham, H. S. (Henry Stewart), Sir|1832
Cunningham, W. (William)|1849
Cunninghame Graham, R. B. (Robert Bontine)|1852
Cupples, George, Mrs.|1839
Cupples, George|1822
Curl, Mervin James|NULL
Curon, L. O.|NULL
Curtis, George Ticknor|1812
Curtis, Herbert Pelham|NULL
Curtis, John Charles|NULL
Curtis, Robert|NULL
Curtis, T. D. (Thomas Day)|NULL
Curtis, William Eleroy|1850
Curwood, James Oliver|1878
Cushman, Robert|NULL
Custer, Elizabeth Bacon|1842
Cutler, Frederick Morse|1874
Cutts, Edward Lewes|1824
Cuvru-Magot, Henriette|NULL
Cyrano de Bergerac|1619
D'Anvers, N.|NULL
Dacus, J. A. (Joseph A.)|NULL
Dafoe, John Wesley|1866
Dale, Alan|1861
Dale, Horace C.|NULL
Dall, Caroline Wells Healey|1822
Dalrymple, Leona|1884
Dalziel, D. (Davison)|NULL
Dana, Charles A. (Charles Anderson)|1819
Dana, Richard Henry|1815
Dane, Clemence|NULL
Dane, Edmund (Military historian)|NULL
Daniel, George|1789
Daniels, Mabel W. (Mabel Wheeler)|1878
Dante Alighieri|1265
Darroch, G. R. S.|NULL
Darwin, Bernard|1876
Darwin, Charles|1809
Das, Chitta Ranjan|1870
Das, Sukumar Ranjan|NULL
Daughters of the American Revolution. Pittsburgh Chapter (Pittsburgh, Pa.)|NULL
Davenport, Cyril|1848
Davenport, Emma|NULL
Davey, Richard|1848
Davies, G. Christopher (George Christopher)|1849
Davies, John, Sir|1569
Davies, W. H. (William Henry)|1871
Davis, Anne Pence|NULL
Davis, F. Hadland (Frederick Hadland)|NULL
Davis, Foxcroft|1860
Davis, Jefferson|1808
Davis, John Francis|1859
Davis, Katherine Wallace|NULL
Davis, Leslie A.|1876
Davis, Richard Harding|1864
Davis, William Stearns|1877
Dawson, John William, Sir|1820
Dawson, William Harbutt|1860
Dawson, William Leon|1873
Day, Holman|1865
Day, Lewis F. (Lewis Foreman)|1845
Day, Samuel Phillips|NULL
Day, Thomas Fleming|1861
Day, Thomas|1748
De Carlo, Camillo|NULL
De Cleyre, Voltairine|1866
De Forest, John William|1826
De Hurst, C.|NULL
De Laurence, L. W. (Lauron William)|1868
De Mille, James|1833
De Morgan, John|1848
De Morgan, William|1839
De Quincey, Thomas|1785
De Saussure, N. B. (Nancy Bostick)|1837
De Teresa, Ysabel|NULL
De Vere, Aubrey|1814
Deam, Charles Clemon|1865
Dean, Arthur D. (Arthur Davis)|1872
Dean, Graham M.|1904
Deane, P. E. (Percival Edgar)|1890
Decle, Lionel|1859
DeCosta, B. F. (Benjamin Franklin)|1831
Deeping, Warwick|1877
Defoe, Daniel|NULL
Deignan, H. G. (Herbert Girton)|1906
Dekker, Thomas|NULL
Delaborde, Henri, comte|1811
Delannoy, Burford|NULL
Delany, Samuel R.|1942
Dell, Ethel M. (Ethel May)|1881
Dellenbaugh, Frederick Samuel|1853
Delphian Society|NULL
Deniker, Joseph|1852
Denikin, Anton Ivanovich|1872
Denis, Hector|1842
Denis, Pierre|1883
Denney, James|1856
Dennis, C. J. (Clarence James)|1876
Dennistoun, James|1803
Derleth, August|1909
Des Niau|NULL
Devon, James|NULL
Dewar, Douglas|1875
Dewey, Byrd Spilman|1856
Dewey, G. Gordon|1916
Dewey, John|1859
Dexter, Timothy|1747
Dick & Fitzgerald|NULL
Dick, Philip K.|1928
Dickens, Charles|1812
Dickinson, Edward|1853
Dickinson, John|1732
Dickinson, Sidney|1851
Dickinson, W. Howship (William Howship)|1832
Diehl, Alice M. (Alice Mangold)|1844
Dilke, Charles Wentworth, Sir|1843
Dillon, Edward|NULL
Dino, Dorothée, duchesse de|1793
Dircks, Henry|1806
